marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months,Risk_Cluster
single,45,2,97646,salary,41026,0.55,149234,1,0,0,4,3,3,0,1795,7,utilities,1,0,1,private,IT,specialist,0,0,0,1,544018,0,0,0,repair,292050,192413,26.2,25054,0.257,none,1,0,1,0,mass_premium,163,0.0
single,83,0,49021,salary,23778,0.33,66848,1,0,1,6,7,1,0,1834,9,utilities,1,0,0,private,IT,specialist,12,0,0,1,989145,1,2,1,car,456482,399435,17.0,29481,0.601,car,0,1,1,1,mass,150,1.0
single,26,3,99799,salary,42548,0.38,204380,1,1,0,19,9,1,0,3876,6,goods,0,0,1,government,finance,specialist,7,0,0,1,883222,1,0,0,refinancing,202210,172271,16.6,37577,0.377,none,0,0,0,0,private,183,0.0
married,79,0,26125,salary,16996,0.61,34142,0,2,2,18,6,0,0,3808,10,goods,1,0,0,government,IT,specialist,6,0,0,1,1963224,1,0,0,car,292848,246552,12.2,3000,0.115,car,0,1,1,0,mass_premium,21,0.0
married,82,0,20000,salary,17584,0.23,18103,1,0,1,5,0,0,0,4882,11,travel,1,0,1,government,finance,specialist,3,0,0,1,428644,1,4,0,refinancing,572965,442210,27.0,6562,0.328,none,1,1,0,0,mass,125,1.0
married,43,2,60424,salary,41766,0.7,73711,1,3,1,24,1,0,0,3398,9,utilities,1,1,0,private,retail,manager,16,1,246165,0,0,0,1,0,education,943441,767448,30.9,33900,0.561,none,0,0,0,0,private,129,1.0
widowed,44,0,20000,self_employed,13554,0.35,41677,0,0,0,20,9,0,0,2958,0,goods,1,0,0,self_employed,education,specialist,7,0,0,1,1936281,1,0,1,education,50168,40886,18.5,14741,0.737,guarantor,0,0,0,0,mass,115,0.0
divorced,59,1,72964,self_employed,59344,0.27,156761,1,1,2,7,2,1,0,2348,7,travel,0,1,1,private,manufacturing,manager,0,0,0,1,2043998,1,1,0,repair,125100,99844,20.1,10083,0.138,guarantor,0,0,0,0,mass,110,0.0
married,72,0,20000,business,17289,0.1,25404,1,2,2,20,2,0,0,1090,14,goods,0,0,0,private,finance,specialist,13,0,0,1,1159325,1,0,0,repair,107291,78721,25.6,8789,0.439,none,0,0,0,0,mass_premium,193,0.0
single,61,0,79884,business,59855,0.18,108440,0,0,1,1,11,1,1,747,9,restaurants,1,0,0,private,retail,manager,17,0,0,1,1107973,1,0,0,car,333822,243321,21.0,15403,0.193,car,0,0,0,0,mass,238,2.0
divorced,75,0,76491,salary,64840,0.55,132625,1,1,3,7,5,0,0,1904,17,restaurants,1,0,1,self_employed,retail,manager,5,0,0,0,0,1,0,0,education,604450,506559,22.5,13623,0.178,car,0,1,0,1,mass,181,1.0
married,109,0,67621,self_employed,32972,0.49,84211,1,1,1,19,12,0,0,4111,6,travel,1,0,0,government,medicine,manager,18,1,524533,1,3323806,1,1,0,emergency,965127,608636,16.8,24370,0.36,guarantor,1,1,0,0,mass,93,1.0
single,52,4,85274,salary,55573,0.25,156093,1,2,0,5,0,0,0,1902,12,goods,1,0,1,government,education,specialist,10,1,0,1,200000,0,2,0,emergency,220762,171654,30.0,15798,0.185,none,0,1,0,0,mass_premium,136,0.0
divorced,22,3,77146,salary,44922,0.66,98706,0,1,2,1,15,0,0,725,17,goods,1,0,0,private,medicine,top_manager,8,0,0,1,1424937,1,2,0,repair,117192,105248,22.0,15514,0.201,real_estate,0,0,1,0,mass,104,0.0
married,85,0,59744,salary,33830,0.6,60071,0,1,2,2,8,1,0,2936,3,utilities,1,0,1,private,construction,specialist,10,0,0,1,1036215,1,1,1,car,151925,141698,25.4,6248,0.105,real_estate,0,0,0,0,mass,52,0.0
single,107,0,134085,salary,67997,0.26,142561,1,3,0,13,7,0,0,1479,22,goods,1,0,0,private,finance,specialist,18,0,0,1,200000,1,1,1,car,581558,471367,19.8,12456,0.093,none,0,0,1,0,mass,117,1.0
married,74,0,83765,salary,70948,0.3,102690,0,1,1,74,16,0,0,4296,7,travel,1,1,0,private,finance,specialist,16,0,0,1,432661,0,1,0,repair,477808,453015,23.8,35351,0.422,car,0,1,1,0,mass,196,1.0
divorced,37,1,97016,salary,60652,0.21,105305,0,1,4,40,29,0,0,14340,15,restaurants,1,1,0,private,education,specialist,8,1,140114,1,1480935,1,1,1,repair,234851,189603,26.8,41628,0.429,none,0,0,1,0,mass,86,0.0
widowed,61,1,107557,pension,71539,0.49,264201,1,0,2,7,10,1,0,2850,9,goods,1,1,0,private,manufacturing,top_manager,19,0,0,1,1064208,1,2,1,repair,113069,107862,15.7,13931,0.13,car,0,1,0,0,mass,82,0.0
divorced,37,1,93385,business,50255,0.52,179227,0,3,2,3,1,1,0,8775,4,restaurants,1,0,1,private,manufacturing,specialist,22,0,0,1,658853,0,1,0,repair,164239,137214,21.3,4895,0.052,none,1,0,1,0,mass,60,0.0
married,81,0,142199,salary,125337,0.34,157092,1,0,2,19,9,1,0,4171,5,goods,1,0,0,private,construction,specialist,12,0,0,1,1653823,1,2,0,car,832745,548638,21.2,10986,0.077,none,0,1,0,0,mass,226,1.0
divorced,31,0,75810,salary,53491,0.54,115279,1,0,2,29,0,0,0,4610,14,travel,1,0,1,government,education,specialist,15,1,85412,0,0,1,0,1,car,208770,128459,13.3,39082,0.516,real_estate,0,0,0,0,premium,46,0.0
single,57,1,69756,salary,27926,0.69,87719,1,1,4,31,3,0,0,2378,10,goods,1,0,1,private,IT,specialist,10,0,0,1,1246455,1,1,0,repair,268406,163511,16.1,12578,0.18,none,0,1,0,0,mass,22,0.0
married,39,1,47264,salary,25236,0.47,92812,0,2,2,4,12,0,0,3931,11,utilities,0,0,0,private,construction,specialist,18,0,0,1,2115832,1,0,0,car,95514,85598,21.8,12671,0.268,none,0,1,1,0,premium,93,0.0
single,68,1,61030,salary,54907,0.49,138804,0,1,3,10,20,0,0,3544,7,goods,1,1,1,government,retail,specialist,13,0,0,1,928276,0,0,0,emergency,689241,605452,23.5,15028,0.246,real_estate,0,1,0,0,mass,47,1.0
married,55,1,44407,self_employed,39406,0.32,65784,0,1,3,2,4,0,0,8133,3,restaurants,1,0,0,self_employed,construction,specialist,14,0,0,1,1613510,1,1,0,car,426076,381976,15.6,13977,0.315,none,0,1,0,0,mass,220,1.0
single,69,1,93702,salary,62996,0.11,143272,1,1,2,0,2,1,0,1764,8,travel,1,0,0,self_employed,manufacturing,specialist,0,1,0,1,465178,1,2,0,repair,541848,382520,21.0,7330,0.078,car,0,1,0,0,private,9,1.0
married,65,2,38068,salary,25964,0.67,56241,1,1,1,2,1,0,0,6052,3,goods,1,0,1,private,construction,specialist,12,1,400717,1,743323,1,2,0,refinancing,282280,248601,24.7,25907,0.681,none,0,0,0,0,mass_premium,185,0.0
married,40,0,72582,pension,61752,0.56,113495,1,1,2,25,6,1,0,1822,7,restaurants,0,0,1,private,education,specialist,20,1,331638,1,640274,1,2,0,refinancing,545610,459099,25.8,19153,0.264,none,1,1,1,0,private,39,1.0
married,80,2,89584,salary,67571,0.52,77127,1,2,5,10,5,2,0,1555,11,goods,1,0,0,private,education,specialist,12,0,0,1,541360,1,1,0,repair,258279,206156,17.3,34331,0.383,none,1,1,0,0,private,40,0.0
single,63,0,75261,salary,65184,0.12,136028,1,2,1,4,6,0,0,3424,5,goods,1,0,1,private,medicine,specialist,2,0,0,1,200000,1,0,1,emergency,368870,298378,29.0,18566,0.247,car,1,0,1,0,mass,220,0.0
married,40,0,38642,salary,24714,0.56,93454,1,2,0,73,3,0,0,4474,9,travel,1,1,0,private,retail,manager,21,0,0,0,0,1,0,0,car,62683,50513,13.1,5881,0.152,car,0,1,1,0,mass,7,0.0
single,121,0,94463,salary,83878,0.5,201683,1,0,3,5,6,0,0,2907,6,restaurants,1,0,1,government,education,specialist,10,0,0,1,1038827,1,2,1,refinancing,88485,86159,22.8,6451,0.068,guarantor,0,1,0,0,mass_premium,71,0.0
married,76,0,67013,business,44883,0.44,151744,1,0,5,11,4,2,0,3623,9,goods,1,0,1,individual_entrepreneur,education,specialist,6,1,334610,0,0,1,2,0,education,379060,346607,13.3,23334,0.348,none,0,1,0,1,mass,78,1.0
married,61,1,20000,self_employed,14448,0.47,23790,0,1,1,13,41,0,0,3391,8,restaurants,1,0,1,private,finance,specialist,0,1,183915,0,0,1,0,1,car,130863,119359,23.5,10005,0.5,guarantor,0,0,1,0,mass,7,0.0
married,100,2,35582,salary,15701,0.65,65193,0,0,2,3,2,0,0,12377,6,restaurants,1,0,1,private,retail,top_manager,4,0,0,0,0,1,0,0,education,285869,190579,16.5,6000,0.169,none,1,1,1,0,mass,59,0.0
single,111,2,119039,salary,84019,0.1,275938,1,0,0,3,1,1,0,3425,3,travel,1,0,1,private,retail,specialist,6,0,0,1,2149142,0,0,0,repair,167809,103860,21.0,8877,0.075,none,1,0,1,0,mass_premium,42,0.0
married,61,0,121951,business,95595,0.19,111784,0,2,1,46,16,0,0,2985,4,travel,1,0,1,private,education,specialist,0,1,53111,1,2386561,1,0,0,repair,152648,91730,30.6,17376,0.142,none,1,1,1,0,mass,44,0.0
single,73,2,88413,salary,54785,0.64,202583,0,1,2,10,14,1,0,1376,9,utilities,1,0,1,private,education,specialist,13,0,0,1,1453907,1,1,0,repair,220833,215174,28.2,8657,0.098,none,0,0,0,0,mass,48,0.0
divorced,40,0,97442,salary,63456,0.1,88638,0,2,2,5,17,0,0,620,8,restaurants,1,0,0,private,finance,specialist,20,0,0,1,878864,1,0,1,education,41220,31276,18.3,41124,0.422,real_estate,0,1,0,1,mass,143,0.0
single,61,0,42759,pension,25512,0.64,105666,0,0,1,2,6,0,0,8007,6,travel,1,0,0,private,construction,specialist,11,0,0,0,0,0,0,0,repair,480792,382516,18.4,6009,0.141,car,0,0,0,0,private,50,1.0
married,60,0,60894,business,53862,0.12,57402,0,1,1,0,2,0,1,1204,13,goods,0,1,1,private,retail,specialist,11,0,0,0,0,1,1,1,refinancing,190646,130063,20.7,21443,0.352,none,1,1,0,0,premium,235,2.0
married,69,0,113237,self_employed,72280,0.57,161424,0,1,3,42,23,0,0,1775,15,restaurants,1,0,0,private,retail,specialist,3,0,0,0,0,1,0,0,refinancing,944711,679661,25.7,21309,0.188,none,1,1,1,0,mass_premium,224,1.0
divorced,73,2,84907,salary,39320,0.63,75813,0,2,3,3,15,0,0,3374,4,restaurants,0,0,1,government,medicine,manager,2,0,0,0,0,1,0,0,refinancing,131131,90484,26.2,22443,0.264,car,0,1,0,0,mass,7,0.0
married,78,1,72273,salary,29952,0.47,64793,1,0,3,9,13,1,0,2590,4,travel,1,0,0,individual_entrepreneur,medicine,specialist,16,0,0,1,3111252,1,0,1,repair,93903,69440,26.3,20826,0.288,none,0,1,0,0,private,46,0.0
divorced,70,0,63461,pension,49895,0.48,144226,1,1,1,0,0,1,0,5742,1,utilities,1,0,0,government,education,specialist,0,0,0,1,2026722,1,1,0,refinancing,553069,432836,26.3,20200,0.318,car,0,0,1,0,mass,236,1.0
married,34,1,111106,salary,74867,0.13,100898,1,0,0,23,6,1,0,7788,5,utilities,1,0,1,government,education,manager,7,0,0,1,200000,1,0,1,refinancing,347418,285283,16.7,34531,0.311,car,0,1,0,0,mass,221,0.0
divorced,41,0,109271,salary,43859,0.23,234654,1,1,4,4,4,1,0,691,6,utilities,0,0,0,private,manufacturing,manager,23,0,0,0,0,1,0,0,emergency,795598,525318,15.8,3000,0.027,car,0,0,0,0,premium,163,1.0
single,51,1,92738,salary,54832,0.64,217164,0,2,1,47,4,0,0,5305,11,goods,1,0,0,private,manufacturing,specialist,11,0,0,1,761511,0,1,0,emergency,275648,211615,17.1,18302,0.197,none,0,0,0,0,private,35,0.0
widowed,57,1,72319,salary,61979,0.59,172812,0,1,1,25,1,2,0,3448,9,travel,1,0,0,government,medicine,manager,6,0,0,1,2339865,0,1,0,car,220899,142566,13.2,6580,0.091,none,1,1,1,1,mass,192,0.0
married,91,0,57513,salary,50259,0.14,130489,1,0,1,28,21,0,0,7120,9,utilities,1,1,1,private,retail,specialist,5,0,0,0,0,1,1,0,repair,135015,106264,30.5,32837,0.571,real_estate,0,0,0,0,mass_premium,124,0.0
single,35,1,94255,salary,40226,0.59,228453,0,0,1,3,2,0,0,7015,15,travel,0,1,0,government,IT,specialist,7,0,0,1,744659,1,2,1,repair,293283,220772,26.9,29066,0.308,none,0,1,0,1,mass,198,0.0
married,56,0,31433,salary,14512,0.35,27914,1,0,4,3,0,0,0,1239,5,goods,1,0,0,private,IT,manager,16,1,291443,0,0,1,1,0,repair,416729,280778,13.3,11580,0.368,guarantor,0,0,1,0,mass,125,1.0
married,88,2,38690,salary,15570,0.44,96501,0,3,0,14,6,0,0,2985,12,travel,1,1,1,private,education,specialist,15,0,0,0,0,1,1,0,car,416872,318359,16.5,12113,0.313,none,1,0,1,0,mass,92,1.0
single,57,0,20000,salary,16686,0.17,16696,1,0,2,1,7,0,0,6738,6,travel,1,0,1,private,manufacturing,specialist,0,0,0,1,1866948,1,2,0,repair,552569,446732,22.8,18707,0.935,car,1,1,0,0,mass,226,1.0
divorced,76,1,113233,salary,49306,0.34,122639,1,1,1,48,4,0,0,1234,3,restaurants,0,0,1,government,construction,specialist,2,0,0,0,0,0,0,1,emergency,1068707,1058849,31.9,4735,0.042,none,0,0,0,0,private,145,1.0
widowed,61,1,44776,salary,20326,0.36,41982,1,2,4,1,4,0,1,7372,11,travel,1,1,1,government,construction,specialist,7,0,0,1,801726,0,0,1,car,191423,178718,19.8,11807,0.264,none,0,0,1,0,mass,65,2.0
single,71,0,84140,salary,43232,0.5,173731,1,1,5,18,4,0,0,587,12,travel,1,0,0,government,IT,specialist,9,0,0,1,2352588,0,0,1,car,133709,90853,25.9,17234,0.205,none,0,1,1,0,mass,146,0.0
married,59,1,65605,salary,56330,0.49,62190,1,1,1,2,11,0,0,4740,8,restaurants,1,1,1,private,finance,specialist,20,0,0,1,1271344,1,1,0,refinancing,796359,561573,21.7,6330,0.096,none,0,1,0,0,mass,219,1.0
married,81,1,171413,salary,127551,0.43,222419,0,2,1,14,2,1,0,3963,15,restaurants,1,0,0,private,medicine,specialist,3,0,0,1,952123,1,2,0,repair,193592,157169,29.0,18203,0.106,car,1,0,1,0,mass,3,0.0
single,26,1,85466,salary,60547,0.12,161080,1,1,1,30,28,0,0,5211,4,utilities,1,0,1,self_employed,medicine,specialist,21,0,0,1,1710728,1,0,1,refinancing,552209,523820,20.7,7733,0.09,none,0,1,0,0,mass,133,1.0
married,55,0,20000,salary,15846,0.2,32932,0,2,0,3,4,1,0,782,16,travel,1,0,0,private,manufacturing,specialist,6,0,0,1,2808449,1,2,1,education,270086,182681,17.1,9756,0.488,guarantor,1,0,0,0,premium,123,0.0
married,72,1,111140,salary,82981,0.2,114650,1,0,1,2,5,0,0,6719,5,utilities,1,0,1,private,manufacturing,specialist,0,0,0,1,1402062,1,1,0,car,291245,195373,24.7,6506,0.059,none,1,1,0,1,mass,227,0.0
married,78,2,56449,pension,43633,0.63,95207,1,0,2,14,1,0,0,2063,9,restaurants,1,1,1,private,construction,specialist,7,0,0,0,0,0,1,0,car,772551,680956,20.7,34644,0.614,guarantor,0,0,0,0,mass,157,1.0
married,102,1,62967,salary,27505,0.64,86839,0,2,1,1,6,1,0,4452,18,restaurants,1,0,1,private,IT,specialist,33,0,0,1,1675577,0,1,0,refinancing,216315,176483,24.2,9738,0.155,none,0,1,1,0,mass,47,0.0
married,55,1,46462,self_employed,32285,0.58,83450,1,3,3,30,11,0,0,2034,4,restaurants,0,0,0,individual_entrepreneur,finance,specialist,17,0,0,1,741402,0,0,0,refinancing,1063507,795190,24.2,19363,0.417,none,0,1,0,0,mass,189,1.0
married,101,0,76846,self_employed,59678,0.2,131824,1,0,0,32,4,0,0,4597,8,travel,0,0,1,private,manufacturing,specialist,18,1,368775,1,200000,0,0,0,refinancing,182735,160548,19.5,5129,0.067,none,1,0,0,0,mass,230,0.0
married,48,0,76387,salary,52159,0.6,189604,1,1,1,21,2,1,0,1303,7,goods,1,1,1,private,education,specialist,0,0,0,1,513731,1,0,0,emergency,366775,234708,23.0,17636,0.231,real_estate,0,1,0,0,mass,14,0.0
married,98,0,47408,salary,19242,0.21,107520,1,0,1,7,14,0,0,3735,8,goods,1,0,0,self_employed,manufacturing,specialist,2,1,615891,0,0,1,0,0,repair,308744,191804,29.8,23220,0.49,car,0,1,1,0,mass,125,0.0
widowed,85,0,52214,salary,26397,0.43,42096,1,0,1,7,9,0,0,6367,8,travel,1,0,1,private,construction,specialist,7,0,0,1,1697883,1,0,0,refinancing,183332,127208,23.5,5583,0.107,none,0,1,0,0,mass,190,0.0
married,42,0,73545,salary,64826,0.54,80842,0,0,1,3,6,1,0,7006,4,restaurants,1,0,1,private,retail,specialist,21,0,0,1,1338108,1,1,0,repair,108867,86593,15.4,20386,0.277,real_estate,1,1,0,0,mass,169,0.0
married,72,1,20000,self_employed,15046,0.13,47046,1,0,2,15,4,0,0,430,12,travel,0,0,1,private,finance,manager,6,0,0,0,0,1,3,1,refinancing,38375,33547,16.7,4211,0.211,car,1,1,1,0,mass,122,0.0
single,63,1,20000,self_employed,14885,0.46,34341,1,3,2,1,3,1,0,5326,8,restaurants,1,1,1,government,education,manager,0,0,0,1,200000,0,2,0,emergency,73040,59927,13.8,6148,0.307,real_estate,0,0,1,0,mass,115,0.0
married,80,0,128449,salary,93783,0.25,268599,0,0,1,21,1,0,0,2762,11,restaurants,1,1,0,self_employed,IT,specialist,14,0,0,1,1147093,1,0,1,refinancing,69383,45313,26.0,14542,0.113,none,0,0,1,0,mass,70,0.0
divorced,59,0,81473,salary,37795,0.4,134916,1,1,2,3,3,0,0,9527,6,goods,1,0,0,government,finance,manager,16,0,0,0,0,0,1,1,car,247511,231209,12.0,15454,0.19,none,0,1,0,1,mass,135,0.0
single,57,0,51628,salary,20756,0.33,110267,1,4,1,36,3,0,0,6818,7,goods,1,0,1,private,manufacturing,specialist,23,0,0,0,0,1,0,0,repair,303005,252130,19.7,25803,0.5,none,0,0,1,0,mass,121,0.0
married,99,1,20000,salary,12406,0.51,20514,1,3,4,20,4,1,0,7782,8,utilities,1,1,0,private,construction,manager,12,1,376850,0,0,1,0,0,repair,451446,320463,22.1,34721,1.736,car,0,0,0,0,mass,160,1.0
married,62,0,68028,salary,42324,0.39,139758,0,1,4,8,3,0,0,10566,13,utilities,1,1,0,private,retail,manager,13,0,0,0,0,1,1,0,refinancing,330353,310962,20.9,30052,0.442,car,0,1,1,0,mass_premium,126,0.0
divorced,85,1,104481,salary,84201,0.28,238042,0,2,0,5,0,0,0,1621,4,goods,0,0,0,government,manufacturing,manager,26,1,440225,0,0,1,0,1,car,898079,777492,31.1,37039,0.355,none,0,0,1,0,mass,34,1.0
divorced,59,0,162372,salary,79689,0.65,203225,0,0,1,4,3,0,0,2212,3,travel,1,0,1,private,IT,specialist,14,0,0,1,1390280,1,1,0,repair,735740,528032,30.9,5057,0.031,real_estate,1,0,0,1,mass,94,1.0
married,106,0,136221,pension,73226,0.68,194281,1,4,2,17,0,2,0,1932,11,travel,1,0,1,private,IT,specialist,26,1,423694,1,200000,1,1,0,refinancing,232793,224127,26.9,4953,0.036,none,0,1,0,0,mass_premium,59,0.0
single,48,1,38957,self_employed,17106,0.58,70278,0,2,2,33,13,2,1,2525,2,travel,1,0,1,government,finance,manager,8,0,0,0,0,1,2,1,repair,302993,200548,19.8,12549,0.322,guarantor,1,1,1,0,mass,222,2.0
married,49,0,52647,salary,31584,0.45,119825,1,3,2,43,2,1,0,2828,9,goods,1,0,0,individual_entrepreneur,medicine,specialist,19,0,0,1,1043328,1,1,0,refinancing,84633,54659,22.7,24480,0.465,guarantor,1,0,1,0,private,195,0.0
widowed,103,2,20000,salary,10559,0.63,46865,0,2,0,51,1,0,1,4881,11,goods,1,0,1,self_employed,education,manager,0,0,0,0,0,1,0,0,repair,500729,316675,19.7,5706,0.285,none,0,1,0,0,mass,191,2.0
married,53,0,40542,salary,21545,0.46,69266,1,4,2,42,10,0,0,1847,3,utilities,1,0,0,individual_entrepreneur,construction,manager,15,0,0,0,0,0,0,0,education,445090,409346,27.0,23709,0.585,guarantor,0,1,1,0,mass,237,1.0
divorced,105,0,62550,self_employed,32965,0.19,120015,0,2,1,18,29,0,0,3892,8,utilities,1,0,1,private,medicine,specialist,27,1,109491,0,0,1,1,1,repair,33279,29262,19.1,18801,0.301,real_estate,0,1,0,1,mass,153,0.0
single,87,1,57150,salary,29475,0.11,130527,1,0,1,3,25,1,0,1115,6,goods,1,0,0,private,finance,specialist,0,1,87722,1,200000,0,1,0,emergency,296520,255920,29.3,5190,0.091,guarantor,0,0,0,0,private,90,0.0
single,61,2,141909,salary,79454,0.54,169326,1,3,1,6,7,1,0,4939,9,goods,1,0,1,government,manufacturing,specialist,9,0,0,0,0,1,1,1,refinancing,486146,349052,15.2,38805,0.273,none,0,1,0,0,mass,237,1.0
married,20,1,23962,business,16014,0.55,52785,1,0,1,7,4,0,0,3266,7,goods,1,1,1,government,IT,specialist,18,1,407023,1,1383813,1,1,0,emergency,194515,130139,31.8,13511,0.564,none,0,1,0,0,mass,154,0.0
married,64,0,68421,salary,42342,0.66,85194,1,2,2,16,2,0,0,6047,7,goods,0,1,0,private,construction,specialist,16,0,0,0,0,1,0,0,car,185436,134985,23.9,10370,0.152,none,1,1,1,0,mass,114,0.0
married,67,0,20000,salary,8634,0.59,35754,1,1,1,8,4,0,0,2029,2,travel,1,0,1,private,education,specialist,8,1,119333,0,0,1,4,0,education,552402,413025,13.7,16401,0.82,car,0,1,0,0,mass,196,1.0
married,94,0,81581,pension,50003,0.48,194891,1,1,2,6,0,0,0,2946,9,goods,1,0,1,private,IT,specialist,18,1,172273,0,0,1,0,0,car,197029,180657,28.0,11095,0.136,none,0,0,1,0,mass,141,0.0
married,104,1,23040,salary,18965,0.21,38466,1,2,0,6,8,0,0,5765,5,travel,1,0,1,private,construction,specialist,5,0,0,1,936526,1,1,0,repair,614163,568627,16.0,20112,0.873,none,1,0,1,0,mass_premium,164,1.0
single,47,0,108591,self_employed,48904,0.46,104116,1,2,2,12,23,0,0,2142,3,goods,1,0,1,private,manufacturing,specialist,16,0,0,1,1611089,1,0,0,emergency,457953,399822,19.7,16711,0.154,car,1,1,1,0,mass,150,1.0
married,85,1,59814,pension,52168,0.36,138940,1,1,2,20,10,1,0,2492,2,goods,0,0,0,individual_entrepreneur,retail,specialist,19,0,0,1,993033,0,0,0,car,287447,229197,19.2,22231,0.372,none,0,1,1,0,mass,93,0.0
married,84,0,20930,salary,11601,0.24,37557,1,2,1,4,9,0,0,2783,16,restaurants,1,0,0,private,finance,specialist,20,0,0,0,0,1,2,0,refinancing,129174,78229,30.7,8672,0.414,none,0,0,0,0,mass_premium,238,0.0
widowed,91,0,20000,business,8145,0.58,18419,1,1,0,11,3,0,0,535,6,goods,1,0,1,private,education,specialist,14,1,182667,0,0,0,0,0,refinancing,94533,66309,27.8,5788,0.289,none,0,1,0,0,mass,9,0.0
divorced,77,2,35747,salary,18823,0.19,29237,1,4,3,2,5,0,0,7374,6,travel,1,0,0,private,retail,specialist,14,0,0,0,0,1,1,0,car,259336,179569,22.4,11030,0.309,none,0,0,0,0,premium,58,0.0
divorced,20,1,78378,business,34081,0.48,97516,1,2,1,99,30,1,0,517,5,restaurants,1,0,1,private,education,specialist,26,0,0,0,0,1,0,0,repair,250968,250799,31.7,5924,0.076,car,0,1,1,0,mass_premium,110,0.0
widowed,61,0,84752,salary,57901,0.47,85132,1,0,1,11,13,3,0,3880,4,restaurants,1,0,0,private,construction,specialist,15,0,0,0,0,1,1,0,refinancing,132431,86100,22.9,11299,0.133,none,0,1,0,0,mass_premium,234,0.0
married,36,1,52554,pension,29333,0.28,98188,1,3,0,3,0,0,0,4125,1,restaurants,1,0,0,private,construction,manager,14,0,0,0,0,1,1,0,car,125589,121098,27.0,36400,0.693,real_estate,0,1,1,0,premium,219,0.0
married,59,0,102402,salary,82273,0.36,185799,0,3,1,15,2,0,0,3186,11,restaurants,0,0,0,private,manufacturing,specialist,10,0,0,0,0,0,0,0,repair,30000,18570,14.6,12487,0.122,none,0,0,0,0,mass,97,0.0
single,89,1,30248,salary,23179,0.17,67437,0,0,2,4,5,0,0,6090,4,travel,1,0,0,government,retail,specialist,18,0,0,1,200000,1,0,1,emergency,86556,62789,22.7,12620,0.417,none,0,1,0,1,mass_premium,143,0.0
single,72,0,20000,business,12685,0.12,33454,1,0,3,16,18,0,0,618,3,restaurants,0,0,0,private,education,specialist,14,0,0,1,1501650,1,0,0,refinancing,142229,125868,25.2,3000,0.15,guarantor,0,1,1,0,mass,58,0.0
married,93,1,79889,salary,54348,0.11,98287,1,1,1,3,24,1,0,3301,17,utilities,1,0,1,private,finance,specialist,19,1,32902,1,2219748,1,0,0,repair,529126,340768,30.2,12407,0.155,real_estate,1,1,0,0,mass,226,1.0
single,73,0,115153,salary,81112,0.2,101965,0,1,2,2,3,0,0,1477,8,restaurants,1,0,0,self_employed,education,manager,14,0,0,0,0,1,1,1,emergency,61109,43943,13.3,23858,0.207,real_estate,0,1,0,0,mass,106,0.0
married,32,0,115476,salary,61820,0.62,94442,1,2,2,4,1,1,0,9042,6,utilities,1,0,0,private,medicine,specialist,20,0,0,0,0,1,1,0,repair,30000,20077,19.5,42914,0.372,real_estate,1,0,1,0,private,1,0.0
married,20,0,24506,salary,11510,0.41,58172,0,0,5,12,1,1,0,4545,10,goods,0,0,0,private,finance,specialist,14,0,0,1,1744933,0,0,1,repair,297667,296450,19.4,41819,1.706,car,0,1,1,0,mass_premium,43,0.0
married,68,2,50935,salary,29962,0.17,53261,1,0,0,9,0,0,0,4665,10,goods,0,0,0,self_employed,education,manager,14,1,166587,1,1886110,1,1,0,repair,233882,192118,31.7,16890,0.332,none,0,1,1,0,mass_premium,138,0.0
single,59,0,95333,business,42654,0.64,157168,1,2,1,20,1,0,0,7089,11,restaurants,0,0,1,private,medicine,specialist,13,0,0,0,0,1,0,0,education,344704,269874,17.2,6305,0.066,none,0,1,0,0,mass,16,0.0
single,40,2,48051,salary,26785,0.44,103363,0,2,2,4,1,0,0,10082,8,travel,1,0,1,private,manufacturing,manager,23,0,0,1,218902,1,2,0,repair,167162,131456,16.7,6622,0.138,none,0,0,1,0,mass_premium,16,0.0
married,22,0,73688,salary,49835,0.12,175279,1,1,0,16,6,1,0,2583,7,goods,0,0,0,individual_entrepreneur,manufacturing,specialist,8,0,0,1,1027178,1,2,1,emergency,327789,290274,20.2,15939,0.216,guarantor,0,0,1,0,mass,45,0.0
