marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months
married,59,0,150181,self_employed,115912,0.453,174401,1,1,0,0,0,0,0,4472,39,utilities,1,0,0,individual_entrepreneur,medicine,specialist,22,0,0,1,1920317,0,0,0,car,1165711,1165711,13.4,27416,0.183,car,1,1,0,1,premium,58
married,77,2,179003,salary,114538,0.379,455521,1,2,1,0,0,0,0,10123,45,restaurants,1,0,0,public,finance,manager,28,0,0,0,0,0,0,0,repair,833100,833100,15.1,27708,0.155,guarantor,0,1,1,1,premium,38
divorced,35,0,83917,salary,42844,0.326,199540,0,2,2,0,0,0,0,6651,30,travel,1,0,0,private,retail,junior,14,0,0,1,1473333,0,0,0,consumer,268883,268883,13.5,12397,0.148,guarantor,1,0,1,0,mass_premium,25
single,38,1,50335,salary,31579,0.357,37523,0,4,4,0,0,0,0,1042,36,utilities,1,0,1,private,education,junior,3,1,23643,1,327370,1,2,0,repair,191282,191282,18.0,6913,0.137,none,0,0,0,0,mass,36
married,41,1,151462,salary,109792,0.487,186780,1,5,5,0,0,0,0,8490,22,utilities,1,1,0,private,education,manager,28,0,0,1,1769533,0,0,0,mortgage,3424355,3424355,9.4,35363,0.233,real_estate,1,1,1,1,premium,181
divorced,83,1,203294,business,103324,0.379,463932,0,2,3,0,0,0,0,11046,42,travel,1,0,1,individual_entrepreneur,finance,top_manager,16,1,120308,0,0,1,3,0,mortgage,4004211,4004211,9.5,40858,0.201,real_estate,0,1,0,1,premium,189
divorced,31,0,128900,salary,46302,0.288,313235,1,4,4,0,0,0,0,8701,36,restaurants,1,1,1,private,retail,junior,32,0,0,1,1275331,0,0,0,consumer,292424,292424,10.5,20885,0.162,guarantor,1,0,1,0,mass_premium,15
married,53,1,154489,salary,86435,0.379,389957,1,3,1,0,0,0,0,18569,21,goods,1,0,0,private,IT,specialist,20,0,0,1,2005887,1,1,1,repair,571423,571423,13.6,28359,0.184,none,0,1,1,1,premium,23
married,35,1,69808,business,47852,0.418,187661,0,2,2,0,0,0,0,6255,30,utilities,1,0,1,individual_entrepreneur,manufacturing,specialist,13,1,24674,0,0,0,0,0,repair,238729,238729,18.7,12428,0.178,none,0,0,0,0,mass,23
married,95,3,126552,salary,78755,0.349,326588,1,2,3,0,0,0,0,9606,34,restaurants,1,0,0,public,retail,manager,17,1,101234,0,0,1,1,0,refinancing,473116,473116,17.1,16542,0.131,none,0,1,1,0,mass_premium,37
married,68,0,162363,salary,94319,0.353,265804,1,1,0,0,0,0,0,7594,35,travel,0,0,1,private,medicine,manager,36,0,0,0,0,1,1,0,consumer,487417,487417,14.1,24298,0.15,none,0,0,1,1,premium,23
single,56,0,168903,salary,67951,0.317,314107,1,2,1,0,0,0,0,13657,23,utilities,1,0,1,public,medicine,specialist,43,0,0,0,0,1,3,0,mortgage,2963614,2963614,8.8,29722,0.176,real_estate,1,1,1,1,premium,180
single,74,0,116747,salary,58226,0.355,317568,1,3,3,0,0,0,0,19848,16,goods,1,1,0,private,IT,specialist,14,0,0,0,0,1,1,0,education,343720,343720,12.6,21060,0.18,real_estate,0,1,0,0,mass_premium,18
married,81,0,94335,business,86515,0.453,175275,0,3,4,0,0,0,0,3729,47,utilities,1,0,1,individual_entrepreneur,retail,specialist,18,1,50263,1,1534201,0,0,0,repair,334180,334180,19.9,12408,0.132,guarantor,0,0,0,0,mass_premium,36
widowed,26,1,145509,salary,87323,0.343,318739,0,2,4,0,0,0,0,7083,45,travel,1,0,0,private,medicine,manager,26,1,48821,1,1579548,1,1,0,repair,521991,521991,12.6,19282,0.133,guarantor,1,0,1,1,premium,32
married,100,4,133503,self_employed,107966,0.461,320998,0,4,4,0,0,0,0,9441,34,goods,1,0,0,private,finance,manager,5,0,0,0,0,0,0,0,car,740371,740371,18.6,23710,0.178,car,0,1,0,0,mass_premium,43
single,42,0,139275,salary,89762,0.349,250063,0,3,2,0,0,0,0,6412,39,goods,0,1,0,private,education,specialist,24,0,0,1,1462277,1,3,0,refinancing,605768,605768,13.3,17183,0.123,guarantor,1,1,1,0,mass_premium,45
married,38,0,120944,salary,86200,0.381,92456,1,1,2,0,0,0,0,2433,38,utilities,1,0,1,private,retail,manager,13,0,0,1,1135560,0,0,0,repair,417159,417159,15.0,15905,0.132,none,0,1,1,0,mass_premium,32
married,73,2,181193,pension,106599,0.402,307603,1,1,2,0,0,0,0,7154,43,utilities,1,1,1,individual_entrepreneur,manufacturing,top_manager,16,0,0,1,2015666,1,2,1,mortgage,3120475,3120475,11.2,35617,0.197,real_estate,1,1,0,1,premium,182
single,49,0,138588,business,88732,0.465,360966,0,1,0,0,0,0,0,12032,30,goods,1,0,0,individual_entrepreneur,IT,specialist,10,1,88246,0,0,0,0,0,repair,664439,664439,14.8,33357,0.241,guarantor,1,1,0,0,mass_premium,23
single,65,0,38921,salary,26273,0.391,108105,1,2,1,0,0,0,0,3861,28,utilities,1,0,1,private,education,specialist,1,1,31472,1,272736,0,0,0,repair,133069,133069,14.8,6014,0.155,none,0,0,1,0,mass,26
married,64,2,64922,salary,51139,0.435,204653,1,4,2,0,0,0,0,9302,22,restaurants,0,0,0,private,medicine,specialist,0,0,0,1,986776,0,0,0,refinancing,281537,281537,15.8,10322,0.159,guarantor,1,1,1,0,mass,34
married,60,1,80346,salary,67396,0.448,203927,1,0,0,0,0,0,0,4855,42,goods,1,0,1,private,retail,specialist,5,0,0,0,0,0,0,1,refinancing,408094,408094,16.6,12440,0.155,none,0,1,1,0,mass_premium,44
married,54,2,119974,salary,97934,0.523,199158,1,4,5,0,0,0,0,5107,39,restaurants,1,0,1,public,retail,manager,15,1,26759,1,1382552,0,0,0,car,836378,836378,16.7,28494,0.238,car,0,1,1,0,mass_premium,38
single,32,0,89551,salary,51091,0.402,105023,1,1,3,0,0,0,0,5251,20,utilities,1,0,1,private,manufacturing,specialist,17,0,0,1,800970,0,0,0,car,639131,639131,12.3,18131,0.202,car,0,0,1,0,mass_premium,44
married,110,4,188843,business,146116,0.376,398720,0,1,1,0,0,0,0,24920,16,travel,1,0,1,self_employed,IT,manager,34,1,101234,0,0,0,0,0,consumer,563426,563426,20.6,19937,0.106,guarantor,1,1,0,1,premium,39
married,73,2,139394,salary,107503,0.363,395819,1,2,2,0,0,0,0,14136,28,utilities,1,1,0,public,finance,specialist,26,0,0,1,2321904,1,1,1,education,382872,382872,14.9,12972,0.093,none,0,0,1,0,mass_premium,37
married,72,1,65753,self_employed,60493,0.461,71115,1,5,3,0,0,0,0,1823,39,utilities,1,0,1,self_employed,retail,specialist,3,0,0,0,0,0,0,0,consumer,189033,189033,18.5,9168,0.139,none,0,0,0,0,mass,25
married,46,0,167138,salary,90644,0.424,319921,1,2,3,0,0,0,0,9409,34,restaurants,1,0,0,private,IT,manager,23,1,114137,0,0,0,0,0,consumer,599795,599795,13.9,39062,0.234,none,0,1,0,1,premium,17
single,54,1,71495,salary,54116,0.432,119282,1,1,1,0,0,0,0,2909,41,restaurants,1,0,1,private,retail,specialist,11,0,0,1,1081845,1,1,1,education,276099,276099,19.0,11944,0.167,none,0,0,0,0,mass_premium,29
single,18,0,92018,self_employed,51667,0.446,154908,1,1,3,0,0,0,0,4077,38,goods,1,0,1,private,manufacturing,specialist,17,0,0,1,859285,0,0,0,mortgage,2132874,2132874,10.3,22946,0.249,real_estate,1,0,1,0,mass_premium,186
divorced,74,1,107183,self_employed,53513,0.354,121425,1,4,6,0,0,0,0,3917,31,restaurants,1,0,1,self_employed,manufacturing,specialist,21,0,0,1,943851,0,0,0,repair,475926,475926,15.5,19241,0.18,car,0,1,0,0,mass_premium,30
married,66,1,167212,salary,118747,0.428,252286,1,1,1,0,0,0,0,8700,29,goods,1,1,1,public,education,top_manager,21,0,0,0,0,1,2,0,car,1320826,1320826,10.7,30052,0.18,car,1,1,1,1,premium,56
married,57,1,59101,salary,40097,0.336,150307,0,0,0,0,0,0,0,3496,43,restaurants,1,0,1,private,manufacturing,specialist,14,0,0,0,0,0,0,0,consumer,158021,158021,12.5,5833,0.099,guarantor,1,0,1,0,mass,32
married,50,0,193757,self_employed,135715,0.437,477324,1,3,4,0,0,0,0,34095,14,restaurants,1,1,0,self_employed,IT,manager,31,1,58240,1,1317752,1,1,0,mortgage,2956754,2956754,12.8,37174,0.192,real_estate,0,0,0,1,premium,179
single,63,1,62682,salary,40647,0.352,146121,1,4,4,0,0,0,0,7691,19,goods,1,0,1,public,retail,specialist,6,1,19036,1,938738,0,0,0,refinancing,259639,259639,13.9,7843,0.125,real_estate,0,1,1,0,mass,42
divorced,65,0,149108,salary,88742,0.333,148547,1,3,4,0,0,0,0,3376,44,restaurants,1,0,1,private,IT,manager,15,0,0,0,0,1,2,0,car,733898,733898,13.8,18553,0.124,car,0,1,0,1,premium,53
married,49,0,191458,salary,94003,0.32,364228,1,1,1,0,0,0,0,15836,23,goods,0,0,0,private,manufacturing,manager,45,0,0,0,0,0,0,0,repair,745751,745751,15.0,28413,0.148,none,0,1,1,1,premium,32
divorced,30,0,105596,salary,67556,0.421,147794,1,1,1,0,0,0,0,3994,37,goods,1,0,1,public,education,manager,16,0,0,0,0,0,0,0,refinancing,477781,477781,14.3,20805,0.197,none,0,1,1,0,mass_premium,27
married,59,1,161842,salary,109528,0.496,229749,1,1,3,0,0,0,0,12092,19,goods,1,1,1,public,manufacturing,manager,32,0,0,1,2128125,1,2,1,consumer,430715,430715,13.8,41903,0.259,real_estate,0,1,1,1,premium,11
single,38,0,87143,salary,62097,0.403,118073,1,2,3,0,0,0,0,11807,10,utilities,0,0,0,private,manufacturing,specialist,14,0,0,0,0,1,1,0,repair,280210,280210,17.0,13390,0.154,none,0,1,0,0,mass_premium,25
single,41,0,139031,salary,84249,0.287,223696,0,3,3,0,0,0,0,8604,26,utilities,1,1,0,private,transport,manager,24,0,0,0,0,1,3,1,consumer,345347,345347,13.8,10421,0.075,none,0,1,0,0,mass_premium,42
widowed,83,2,138710,salary,90210,0.354,334700,1,2,0,0,0,0,0,9297,36,utilities,1,0,0,private,IT,manager,13,0,0,0,0,0,0,0,repair,439875,439875,14.6,17586,0.127,real_estate,0,0,0,0,mass_premium,30
married,66,2,110062,salary,76967,0.382,146568,1,0,0,83,20,3,0,3331,44,utilities,1,0,1,public,finance,junior,18,0,0,0,0,0,0,0,education,442077,442077,19.2,15059,0.137,guarantor,0,0,1,0,mass_premium,40
single,38,0,62485,salary,12881,0.148,30243,1,2,3,0,0,0,0,796,38,goods,1,0,1,private,manufacturing,junior,9,0,0,0,0,0,0,0,consumer,150634,150634,10.1,4757,0.076,none,0,1,1,0,mass,37
married,46,0,81289,salary,39469,0.308,62089,0,3,1,0,0,0,0,2388,26,travel,1,0,1,private,education,specialist,22,0,0,0,0,0,0,0,consumer,271874,271874,12.5,11239,0.138,guarantor,1,0,1,0,mass_premium,28
single,60,0,71996,business,40562,0.333,182478,1,1,3,0,0,0,0,5530,33,travel,0,0,1,individual_entrepreneur,retail,specialist,6,1,49071,0,0,0,0,0,consumer,206716,206716,15.9,9763,0.136,none,0,0,0,0,mass_premium,25
divorced,25,0,123550,self_employed,69306,0.364,290750,0,1,1,0,0,0,0,7455,39,utilities,1,0,1,self_employed,transport,manager,20,0,0,1,1471971,0,0,0,repair,465542,465542,13.6,20776,0.168,guarantor,1,1,0,0,mass_premium,26
single,51,1,141412,salary,104420,0.757,312707,0,3,3,0,0,0,0,10783,29,goods,1,0,0,private,transport,manager,28,0,0,1,1813861,0,0,0,consumer,427998,409184,11.7,70545,0.499,none,0,1,1,1,premium,6
single,48,0,120135,business,82242,0.406,214757,0,4,5,0,0,0,0,5804,37,goods,1,0,1,individual_entrepreneur,transport,specialist,19,1,110131,0,0,0,0,0,repair,358979,358979,17.8,20018,0.167,none,0,0,1,0,mass_premium,21
single,86,2,88929,salary,71775,0.432,188429,0,3,3,0,0,0,0,6281,30,restaurants,1,0,0,private,manufacturing,specialist,16,0,0,1,1387001,0,0,0,repair,307255,307255,16.4,13283,0.149,guarantor,1,0,0,0,mass_premium,28
widowed,36,0,231628,salary,159484,0.382,522590,1,3,2,0,0,0,0,24885,21,goods,1,0,1,private,IT,top_manager,23,0,0,1,3081415,0,0,0,repair,815142,815142,14.7,32636,0.141,guarantor,1,1,0,1,premium,30
divorced,84,1,147220,salary,71804,0.29,318602,0,1,2,0,0,0,0,17700,18,restaurants,1,0,0,private,IT,specialist,17,0,0,0,0,0,0,0,refinancing,769495,769495,11.5,17582,0.119,guarantor,0,1,1,1,premium,57
married,86,3,139978,self_employed,128780,0.523,327538,0,2,2,0,0,0,0,46791,7,goods,0,0,0,self_employed,transport,manager,24,0,0,0,0,1,1,1,repair,670170,670170,20.9,28152,0.201,none,0,1,0,0,mass_premium,31
married,65,3,38575,salary,35489,0.524,118723,0,4,6,0,0,0,0,4566,26,goods,1,0,1,private,transport,junior,0,0,0,0,0,0,0,0,car,292446,292446,10.7,7777,0.202,car,0,1,1,0,mass,46
married,68,1,107696,business,84418,0.397,157772,1,3,2,0,0,0,0,5259,30,goods,0,0,1,self_employed,manufacturing,specialist,11,1,98487,1,962734,1,1,1,consumer,277166,277166,16.5,13173,0.122,none,0,0,0,0,mass_premium,25
married,54,0,40236,salary,37017,0.461,95757,1,1,0,0,0,0,0,2394,40,restaurants,1,0,0,public,transport,junior,0,0,0,0,0,0,0,0,car,213288,213288,12.5,5583,0.139,car,1,0,1,0,mass,49
single,46,1,90224,business,64564,0.445,158634,1,4,6,0,0,0,0,7554,21,travel,1,0,1,individual_entrepreneur,manufacturing,specialist,0,1,23121,0,0,0,0,0,consumer,306644,306644,16.0,17574,0.195,none,0,1,1,0,mass_premium,20
married,84,2,124904,salary,73460,0.327,152231,0,3,4,0,0,0,0,4006,38,travel,0,0,1,private,education,specialist,29,0,0,0,0,1,1,0,repair,516405,516405,10.8,15125,0.121,real_estate,0,0,0,0,mass_premium,41
divorced,63,1,177178,salary,83309,0.27,304012,0,1,0,0,0,0,0,11260,27,restaurants,1,0,1,private,retail,top_manager,29,0,0,1,2302515,1,1,0,refinancing,708600,708600,12.1,18692,0.105,car,0,0,1,1,premium,48
married,66,1,83211,business,57540,0.4,194188,0,4,3,0,0,0,0,6068,32,restaurants,1,0,1,individual_entrepreneur,manufacturing,specialist,7,1,51826,1,692295,0,0,0,refinancing,345329,345329,17.1,13182,0.158,car,0,0,0,0,mass_premium,33
single,39,0,73125,self_employed,47178,0.349,118941,1,2,2,0,0,0,0,9149,13,utilities,0,0,1,self_employed,education,specialist,0,0,0,0,0,0,0,0,consumer,213929,213929,13.7,8974,0.123,guarantor,1,1,0,0,mass_premium,28
married,58,2,38092,business,33524,0.457,29806,1,1,0,0,0,0,0,903,33,goods,0,0,1,private,transport,junior,0,1,18326,0,0,1,1,0,repair,159756,159756,19.4,5663,0.149,none,0,1,0,0,mass,38
married,114,4,105320,salary,96894,0.466,235937,0,4,6,0,0,0,0,12418,19,utilities,0,0,1,private,transport,manager,9,1,33140,0,0,0,0,0,consumer,347060,347060,17.7,15217,0.144,real_estate,0,1,0,0,mass_premium,28
married,75,1,174734,salary,130865,0.395,441828,1,1,3,0,0,0,0,14253,31,goods,1,1,0,private,retail,specialist,45,0,0,1,2335047,0,0,0,refinancing,820964,820964,18.9,23238,0.133,guarantor,1,1,0,1,premium,52
married,30,0,131184,salary,61096,0.312,150238,1,2,3,0,0,0,0,6829,22,utilities,1,0,1,public,transport,manager,20,0,0,0,0,0,0,0,car,703307,703307,12.0,19482,0.149,car,0,1,1,0,mass_premium,45
married,47,0,113419,business,58641,0.302,328888,1,0,1,0,0,0,0,10278,32,utilities,1,0,0,individual_entrepreneur,transport,specialist,13,0,0,0,0,0,0,0,consumer,387612,387612,15.0,13745,0.121,none,0,0,1,0,mass_premium,35
divorced,26,0,141877,business,105822,0.394,324886,1,3,4,0,0,0,0,12033,27,travel,1,0,1,individual_entrepreneur,finance,specialist,23,1,126727,1,1216700,0,0,0,consumer,318878,318878,14.4,18863,0.133,none,0,1,0,1,premium,19
single,54,0,92362,salary,61953,0.423,219549,0,0,2,0,0,0,0,5355,41,travel,1,0,0,private,finance,specialist,0,0,0,0,0,0,0,0,mortgage,1581312,1581312,10.1,17389,0.188,real_estate,1,1,0,0,mass_premium,174
divorced,52,0,103379,salary,47523,0.403,232648,1,2,1,0,0,0,0,10575,22,restaurants,1,0,0,private,IT,junior,14,0,0,1,1570581,0,0,0,car,785871,785871,10.8,25076,0.243,car,0,0,1,0,mass_premium,37
married,39,1,162869,salary,91814,0.341,293670,0,3,3,0,0,0,0,13349,22,utilities,1,1,0,public,IT,manager,14,0,0,0,0,1,2,0,consumer,434167,434167,13.9,23417,0.144,none,0,1,0,1,premium,21
married,72,1,128254,salary,102725,0.431,262169,0,1,2,0,0,0,0,10924,24,utilities,1,0,0,private,IT,manager,13,0,0,1,878709,0,0,0,education,513005,513005,16.1,19346,0.151,guarantor,0,0,1,0,mass_premium,33
widowed,33,0,123664,salary,57295,0.338,326481,1,0,1,0,0,0,0,7963,41,restaurants,1,0,1,private,manufacturing,junior,27,0,0,0,0,0,0,0,repair,597431,597431,15.2,21744,0.176,none,0,1,1,0,mass_premium,34
married,65,1,94297,salary,56364,0.345,243966,1,3,3,0,0,0,0,5950,41,travel,1,0,1,private,medicine,specialist,17,0,0,0,0,1,1,0,refinancing,430469,430469,12.9,12795,0.136,none,0,1,1,0,mass_premium,42
widowed,39,0,141748,salary,87425,0.381,211651,1,1,1,0,0,0,0,5162,41,goods,1,1,1,private,manufacturing,manager,24,0,0,0,0,1,1,0,repair,454852,454852,13.4,23438,0.165,none,0,0,1,1,premium,22
married,96,1,78015,salary,64000,0.405,180014,1,1,0,0,0,0,0,4286,42,travel,1,0,1,public,manufacturing,specialist,8,0,0,1,675896,0,0,0,education,278497,278497,17.0,9167,0.118,none,0,1,1,0,mass_premium,40
single,51,1,175402,salary,144387,0.481,319103,0,1,0,0,0,0,0,8397,38,travel,1,0,0,self_employed,finance,specialist,30,0,0,1,2262598,0,0,0,repair,683387,683387,17.2,33854,0.193,none,0,1,0,1,premium,24
married,81,2,182117,salary,104406,0.327,316188,1,1,0,0,0,0,0,9881,32,restaurants,1,0,1,public,finance,manager,38,0,0,0,0,1,2,0,repair,761756,761756,16.9,22978,0.126,guarantor,1,0,1,1,premium,45
married,87,2,92244,business,84864,0.477,215876,1,3,3,0,0,0,0,6542,33,goods,1,0,1,individual_entrepreneur,education,junior,8,1,86938,0,0,0,0,0,consumer,285196,285196,18.2,14272,0.155,none,0,1,1,0,mass_premium,24
single,56,1,112408,pension,90553,0.432,191851,0,4,5,0,0,0,0,4171,46,utilities,1,0,1,self_employed,finance,specialist,7,0,0,1,1644452,1,2,0,refinancing,591757,591757,17.1,16867,0.15,car,0,0,0,0,mass_premium,49
single,73,1,165182,salary,73624,0.307,285964,0,7,7,0,0,0,0,16821,17,goods,0,1,0,private,IT,specialist,32,0,0,0,0,1,1,0,refinancing,868976,868976,13.0,24932,0.151,none,0,0,0,1,premium,44
married,66,2,104269,salary,71601,0.418,283328,0,3,4,0,0,0,0,7083,40,goods,1,0,0,public,finance,specialist,14,0,0,1,845854,0,0,0,mortgage,1625661,1625661,10.8,18568,0.178,real_estate,0,0,1,0,mass_premium,172
married,73,1,108280,salary,87968,0.674,302170,1,3,3,0,0,0,0,7195,42,restaurants,1,0,1,public,retail,specialist,32,0,0,1,731515,1,1,1,repair,428992,428992,16.0,42194,0.39,none,0,0,1,0,mass_premium,11
married,119,4,88460,salary,77876,0.445,161881,1,4,4,0,0,0,0,7038,23,travel,0,0,1,private,manufacturing,specialist,15,0,0,1,583822,1,1,1,consumer,280196,280196,16.7,12151,0.137,none,0,1,1,0,mass_premium,28
widowed,37,0,238386,salary,122954,0.311,689323,1,1,1,0,0,0,0,19148,36,travel,1,0,0,private,education,top_manager,36,0,0,0,0,0,0,0,education,943792,943792,15.8,31087,0.13,none,0,1,1,1,premium,39
divorced,39,0,101551,salary,73984,0.453,180395,1,3,4,0,0,0,0,9494,19,utilities,0,1,0,private,transport,specialist,18,1,87841,1,780700,0,0,0,car,744530,744530,10.7,20144,0.198,car,0,1,0,0,mass_premium,45
married,63,1,102452,salary,87451,0.415,149012,1,3,2,0,0,0,0,5519,27,utilities,1,1,1,private,IT,specialist,19,0,0,0,0,1,2,0,repair,363487,363487,15.7,11954,0.117,guarantor,1,0,1,0,mass_premium,39
divorced,26,0,133044,salary,77113,0.419,216768,1,2,2,0,0,0,1,6021,36,restaurants,0,0,1,private,transport,junior,33,0,0,1,950885,1,1,0,repair,587534,587534,12.3,28809,0.217,none,0,1,0,0,mass_premium,23
married,90,2,121459,salary,89142,0.429,226207,1,1,1,0,0,0,0,6284,36,goods,1,0,1,individual_entrepreneur,education,manager,9,0,0,1,872341,1,1,0,car,817626,817626,14.3,20877,0.172,car,0,1,0,0,mass_premium,53
married,79,2,68335,salary,41874,0.47,154527,1,4,3,0,0,0,0,4683,33,travel,1,0,0,private,retail,specialist,7,0,0,1,691978,1,1,0,car,514970,514970,11.7,17437,0.255,car,0,0,1,0,mass,35
single,49,0,77765,salary,44083,0.335,132828,1,3,5,0,0,0,0,2826,47,goods,1,0,1,private,transport,specialist,11,0,0,0,0,0,0,0,repair,336507,336507,14.1,10585,0.136,guarantor,1,1,0,0,mass_premium,40
widowed,68,1,161104,salary,66929,0.284,343257,1,1,0,0,0,0,0,17163,20,restaurants,0,0,0,private,IT,manager,25,0,0,0,0,1,1,1,refinancing,673817,673817,16.0,22279,0.138,none,0,0,0,1,premium,39
married,76,1,70028,salary,37836,0.343,177054,0,4,3,0,0,0,0,4540,39,travel,1,0,1,private,IT,specialist,0,0,0,0,0,0,0,0,repair,324214,324214,16.5,10791,0.154,none,0,0,1,0,mass_premium,39
married,75,1,155958,salary,103522,0.343,237164,1,1,0,0,0,0,0,6410,37,goods,1,0,0,private,IT,specialist,26,0,0,1,1545774,1,1,0,consumer,521330,521330,13.1,17201,0.11,none,0,0,1,1,premium,37
widowed,46,0,69193,salary,42336,0.376,129833,1,0,2,0,0,0,0,4188,31,utilities,1,0,0,public,retail,junior,8,0,0,1,1107122,0,0,0,consumer,199120,199120,13.8,11198,0.162,none,0,1,1,0,mass,20
married,53,0,133984,salary,60752,0.303,219877,1,1,0,0,0,0,0,7093,31,utilities,1,0,0,private,retail,specialist,30,0,0,1,2168604,1,2,0,education,540550,540550,13.8,19296,0.144,none,0,1,1,0,mass_premium,34
single,70,2,69062,salary,63537,0.59,89943,0,6,7,0,0,0,0,4088,22,goods,0,1,0,public,finance,specialist,0,0,0,0,0,0,0,0,mortgage,1190272,1190272,17.2,18491,0.268,real_estate,1,0,1,0,mass,179
married,103,4,48782,salary,44880,0.469,116963,1,5,6,0,0,0,0,3655,32,utilities,1,0,1,private,education,junior,11,0,0,0,0,1,2,1,consumer,160863,160863,18.9,7151,0.147,none,0,1,1,0,mass,28
single,35,0,51313,salary,26746,0.31,32077,0,0,0,0,0,0,0,1337,24,goods,1,0,1,public,retail,specialist,0,0,0,0,0,1,1,0,refinancing,231420,231420,12.1,6538,0.127,none,0,1,1,0,mass,44
divorced,38,0,75947,salary,46452,0.383,147025,1,2,4,55,17,3,0,5445,27,goods,0,0,0,public,manufacturing,specialist,7,0,0,1,1226780,0,0,0,car,462911,462911,14.6,12799,0.169,car,0,1,0,0,mass_premium,48
married,65,2,125284,salary,71464,0.472,281816,1,2,0,0,0,0,0,10839,26,goods,0,0,1,private,IT,specialist,19,0,0,0,0,0,0,0,car,973027,973027,14.3,34147,0.273,car,1,0,1,0,mass_premium,35
single,37,0,134075,business,59802,0.368,133286,1,3,3,0,0,0,0,2962,45,goods,1,0,0,individual_entrepreneur,transport,manager,16,1,41562,1,2162217,1,1,0,mortgage,2626104,2626104,9.7,28390,0.212,real_estate,0,1,0,0,mass_premium,172
married,69,2,123275,self_employed,92466,0.38,195942,1,2,3,10,7,3,0,5024,39,utilities,1,1,1,self_employed,manufacturing,manager,16,0,0,0,0,1,1,0,refinancing,465543,465543,18.5,14420,0.117,none,0,0,0,0,mass_premium,45
single,46,1,143624,business,68332,0.257,347097,0,0,0,0,0,0,0,12855,27,goods,1,0,1,individual_entrepreneur,IT,specialist,16,0,0,1,1296787,1,1,0,consumer,346177,346177,13.5,12944,0.09,guarantor,1,1,0,1,premium,32
divorced,79,1,151478,self_employed,79544,0.303,257833,0,1,1,0,0,0,0,5262,49,goods,1,0,1,private,IT,specialist,20,0,0,0,0,0,0,0,consumer,370864,370864,11.8,18094,0.119,guarantor,0,1,0,1,premium,23
married,58,2,57033,salary,52470,0.443,116865,0,1,0,0,0,0,0,5843,20,travel,1,0,0,private,education,junior,5,0,0,1,430978,0,0,0,consumer,181347,181347,18.3,6876,0.121,guarantor,1,1,1,0,mass,34
married,86,1,134301,self_employed,107241,0.469,188347,1,1,1,0,0,0,0,5381,35,restaurants,1,1,1,self_employed,manufacturing,specialist,23,0,0,1,1235085,1,1,0,consumer,343784,343784,16.3,25494,0.19,guarantor,1,0,0,0,mass_premium,15
widowed,84,2,107260,self_employed,89209,0.402,199332,0,2,3,0,0,0,0,11074,18,utilities,1,0,0,private,retail,specialist,27,0,0,1,1302046,0,0,0,consumer,266802,266802,18.8,11845,0.11,none,0,0,0,0,mass_premium,28
single,55,0,106980,salary,34688,0.256,211428,1,1,2,0,0,0,0,16264,13,goods,1,0,1,public,medicine,specialist,17,0,0,1,1787032,1,1,0,refinancing,422990,422990,12.9,15291,0.143,none,0,1,1,0,mass_premium,33
